Messstelle ID; Messstelle Name      ; Probenahme Ort; Probenahme Art                 ; NAQUA Probenahme Datum; NAQUA Probenahme Uhrzeit; NAWA Probenahme Beginn (Datum und Uhrzeit); NAWA Probenahme Ende (Datum und Uhrzeit); NAWA Probenahme Dauer (Stunden); Labor; Erhebung Feld/Labor; Parameter                                     ; Messwert ; Bestimmungsgrenze; Nachweisgrenze; Einheit; Messunsicherheit absolut/relativ; Messunsicherheit; Gerät/Methode; Bemerkung Messwert; Status                       ; Parameterqualität (0..254); Messprogramm
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Boscalid                                      ; <0.0500  ;            0.05  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Candesartan                                   ; <0.0500  ;            0.05  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Carbamazepin                                  ; <0.0500  ;            0.05  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Carbendazim                                   ; <0.0500  ;            0.05  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Chloridazon                                   ; <0.0500  ;            0.05  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Chlortoluron                                  ; <0.0500  ;            0.05  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Ciprofloxacin                                 ; <0.0100  ;            0.01  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Citalopram                                    ; <0.0500  ;            0.05  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Clarithromycin                                ; <0.0600  ;            0.06  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Clothianidin                                  ; <0.0500  ;            0.05  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Cyproconazol                                  ; <0.0500  ;            0.05  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Cyprodinil                                    ; <0.0500  ;            0.05  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; DEET                                          ; <0.0500  ;            0.05  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Desethyl-atrazin                              ; <0.0500  ;            0.05  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Desphenyl-chloridazon                         ; <0.0500  ;            0.05  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Diazinon                                      ; <0.0100  ;            0.01  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Diclofenac                                    ; <0.0250  ;            0.025 ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Diflufenican                                  ; <0.0500  ;            0.05  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Dimethachlor                                  ; <0.0500  ;            0.05  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Dimethenamid                                  ; <0.0500  ;            0.05  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Dimethoat                                     ; <0.0350  ;            0.035 ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Diuron                                        ; <0.0350  ;            0.035 ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Epoxiconazol                                  ; <0.0500  ;            0.05  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Ethofumesat                                   ; <0.0500  ;            0.05  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Fenpropimorph                                 ; <0.0100  ;            0.01  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Fipronil                                      ; <0.0100  ;            0.01  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Fludioxonil                                   ; <0.0500  ;            0.05  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Flufenacet                                    ; <0.0500  ;            0.05  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Fluroxypyr                                    ; <0.0500  ;            0.05  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Foramsulfuron                                 ; <0.0500  ;            0.05  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Gabapentin                                    ; <0.0500  ;            0.05  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Hydrochlorthiazid                             ; <0.0500  ;            0.05  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Imidacloprid                                  ; <0.0100  ;            0.01  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Indoxacarb                                    ; <0.0100  ;            0.01  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Iopamidol                                     ; <0.0200  ;            0.02  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Iprovalicarb                                  ; <0.0500  ;            0.05  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Irbesartan                                    ; <0.0500  ;            0.05  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Isoproturon                                   ; <0.0500  ;            0.05  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Linuron                                       ; <0.0500  ;            0.05  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; MCPA                                          ; <0.0500  ;            0.05  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Mecoprop                                      ; <0.0500  ;            0.05  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Mefenaminsaeure                               ; <0.100   ;            0.1   ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Mesotrion                                     ; <0.0500  ;            0.05  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Metalaxyl                                     ; <0.0500  ;            0.05  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Metamitron                                    ; <0.0500  ;            0.05  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Metazachlor                                   ; <0.0200  ;            0.02  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Metformin                                     ; <0.0500  ;            0.05  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Methiocarb                                    ; <0.0100  ;            0.01  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Methomyl                                      ; <0.0500  ;            0.05  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Methoxyfenozid                                ; <0.0400  ;            0.04  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Metolachlor                                   ; <0.0500  ;            0.05  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Metolachlor-ESA                               ; <0.0500  ;            0.05  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Metolachlor-OXA                               ; <0.0500  ;            0.05  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Metoprolol                                    ; <0.0500  ;            0.05  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Metribuzin                                    ; <0.0500  ;            0.05  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Napropamid                                    ; <0.0500  ;            0.05  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Naproxen                                      ; <0.100   ;            0.1   ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Nicosulfuron                                  ; <0.0100  ;            0.01  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Ofloxacin                                     ; <0.0100  ;            0.01  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Paracetamol                                   ; <0.0500  ;            0.05  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; PFOS                                          ; <0.0100  ;            0.01  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Pirimicarb                                    ; <0.0450  ;            0.045 ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Propamocarb                                   ; <0.0500  ;            0.05  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Propranolol                                   ; <0.0100  ;            0.01  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Propyzamid                                    ; <0.0300  ;            0.03  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Prosulfocarb                                  ; <0.0500  ;            0.05  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Pyrimethanil                                  ; <0.0500  ;            0.05  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Sertralin                                     ; <0.0100  ;            0.01  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90650; Standort_650; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 08:00                          ; 02.01.2023 08:00                        ;                             336;      ; ---                ; Sotalol                                       ; <0.0500  ;            0.05  ;               ; µg/l   ;                                 ;                 ; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
