Messstelle ID;Messstelle Name;Probenahme Ort;Probenahme Art;NAQUA Probenahme Datum;NAQUA Probenahme Uhrzeit;NAWA Probenahme Beginn (Datum und Uhrzeit);NAWA Probenahme Ende (Datum und Uhrzeit);NAWA Probenahme Dauer (Stunden);Labor;Erhebung Feld/Labor;Parameter;Messwert;Bestimmungsgrenze;Nachweisgrenze;Einheit;Messunsicherheit absolut/relativ;Messunsicherheit;Ger‰t/Methode;Bemerkung Messwert;Status;Parameterqualit√§t (0..254);Messprogramm
903030;BAFU_Export A;---;Sammelprobe zeitproportional;;;11.04.2024;14.04.2024 23:59;84;;---;2-4-D;0;0.1;0.05;µg/l;;13.9;LC-MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903030;BAFU_Export A;---;Sammelprobe zeitproportional;;;15.04.2024;17.04.2024 23:59;84;;---;2-4-D;0;0.1;0.05;µg/l;;13.9;LC-MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903030;BAFU_Export A;---;Sammelprobe zeitproportional;;;18.04.2024;21.04.2024 23:59;84;;---;2-4-D;0;0.1;0.05;µg/l;;13.9;LC-MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903030;BAFU_Export A;---;Sammelprobe zeitproportional;;;22.04.2024;24.04.2024 23:59;84;;---;2-4-D;0;0.1;0.05;µg/l;;13.9;LC-MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903030;BAFU_Export A;---;Sammelprobe zeitproportional;;;25.04.2024;28.04.2024 23:59;84;;---;2-4-D;0;0.1;0.05;µg/l;;13.9;LC-MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903030;BAFU_Export A;---;Sammelprobe zeitproportional;;;29.04.2024;01.05.2024 23:59;84;;---;2-4-D;0;0.1;0.05;µg/l;;13.9;LC-MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903030;BAFU_Export A;---;Sammelprobe zeitproportional;;;02.05.2024;05.05.2024 23:59;84;;---;2-4-D;0;0.1;0.05;µg/l;;13.9;LC-MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903030;BAFU_Export A;---;Sammelprobe zeitproportional;;;06.05.2024;08.05.2024 23:59;84;;---;2-4-D;0;0.1;0.05;µg/l;;13.9;LC-MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903030;BAFU_Export A;---;Sammelprobe zeitproportional;;;09.05.2024;12.05.2024 23:59;84;;---;2-4-D;0.092;0.1;0.05;µg/l;;13.9;LC-MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903030;BAFU_Export A;---;Sammelprobe zeitproportional;;;13.05.2024;15.05.2024 23:59;84;;---;2-4-D;0;0.1;0.05;µg/l;;13.9;LC-MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903030;BAFU_Export A;---;Sammelprobe zeitproportional;;;16.05.2024;19.05.2024 23:59;84;;---;2-4-D;0.0568;0.1;0.05;µg/l;;13.9;LC-MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903030;BAFU_Export A;---;Sammelprobe zeitproportional;;;20.05.2024;22.05.2024 23:59;84;;---;2-4-D;0.0964;0.1;0.05;µg/l;;13.9;LC-MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903030;BAFU_Export A;---;Sammelprobe zeitproportional;;;23.05.2024;26.05.2024 23:59;84;;---;2-4-D;0;0.1;0.05;µg/l;;13.9;LC-MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903030;BAFU_Export A;---;Sammelprobe zeitproportional;;;27.05.2024;29.05.2024 23:59;84;;---;2-4-D;0;0.1;0.05;µg/l;;13.9;LC-MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903030;BAFU_Export A;---;Sammelprobe zeitproportional;;;30.05.2024;02.06.2024 23:59;84;;---;2-4-D;0;0.1;0.05;µg/l;;13.9;LC-MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903030;BAFU_Export A;---;Sammelprobe zeitproportional;;;10.06.2024;12.06.2024 23:59;84;;---;2-4-D;0;0.1;0.05;µg/l;;13.9;LC-MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903030;BAFU_Export A;---;Sammelprobe zeitproportional;;;13.06.2024;16.06.2024 23:59;84;;---;2-4-D;0;0.1;0.05;µg/l;;13.9;LC-MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903030;BAFU_Export A;---;Sammelprobe zeitproportional;;;17.06.2024;19.06.2024 23:59;84;;---;2-4-D;0;0.1;0.05;µg/l;;13.9;LC-MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903030;BAFU_Export A;---;Sammelprobe zeitproportional;;;20.06.2024;23.06.2024 23:59;84;;---;2-4-D;0;0.1;0.05;µg/l;;13.9;LC-MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903030;BAFU_Export A;---;Sammelprobe zeitproportional;;;24.06.2024;26.06.2024 23:59;84;;---;2-4-D;0;0.1;0.05;µg/l;;13.9;LC-MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903030;BAFU_Export A;---;Sammelprobe zeitproportional;;;27.06.2024;30.06.2024 23:59;84;;---;2-4-D;0;0.1;0.05;µg/l;;13.9;LC-MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903030;BAFU_Export A;---;Sammelprobe zeitproportional;;;01.07.2024;03.07.2024 23:59;84;;---;2-4-D;0;0.1;0.05;µg/l;;13.9;LC-MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903030;BAFU_Export A;---;Sammelprobe zeitproportional;;;04.07.2024;07.07.2024 23:59;84;;---;2-4-D;0;0.1;0.05;µg/l;;13.9;LC-MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903030;BAFU_Export A;---;Sammelprobe zeitproportional;;;08.07.2024;10.07.2024 23:59;84;;---;2-4-D;0;0.1;0.05;µg/l;;13.9;LC-MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903030;BAFU_Export A;---;Sammelprobe zeitproportional;;;11.07.2024;14.07.2024 23:59;84;;---;2-4-D;0;0.1;0.05;µg/l;;13.9;LC-MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903030;BAFU_Export A;---;Sammelprobe zeitproportional;;;15.07.2024;17.07.2024 23:59;84;;---;2-4-D;0;0.1;0.05;µg/l;;13.9;LC-MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903030;BAFU_Export A;---;Sammelprobe zeitproportional;;;18.07.2024;21.07.2024 23:59;84;;---;2-4-D;0;0.1;0.05;µg/l;;13.9;LC-MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903030;BAFU_Export A;---;Sammelprobe zeitproportional;;;22.07.2024;24.07.2024 23:59;84;;---;2-4-D;0;0.1;0.05;µg/l;;13.9;LC-MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903030;BAFU_Export A;---;Sammelprobe zeitproportional;;;25.07.2024;28.07.2024 23:59;84;;---;2-4-D;0;0.1;0.05;µg/l;;13.9;LC-MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903030;BAFU_Export A;---;Sammelprobe zeitproportional;;;29.07.2024;11.08.2024 23:59;336;;---;2-4-D;0;0.1;0.05;µg/l;;13.9;LC-MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903030;BAFU_Export A;---;Sammelprobe zeitproportional;;;12.08.2024;25.08.2024 23:59;336;;---;2-4-D;0;0.1;0.05;µg/l;;13.9;LC-MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903030;BAFU_Export A;---;Sammelprobe zeitproportional;;;26.08.2024;08.09.2024 23:59;336;;---;2-4-D;0;0.1;0.05;µg/l;;13.9;LC-MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903030;BAFU_Export A;---;Sammelprobe zeitproportional;;;09.09.2024;22.09.2024 23:59;336;;---;2-4-D;0;0.1;0.05;µg/l;;13.9;LC-MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903030;BAFU_Export A;---;Sammelprobe zeitproportional;;;23.09.2024;06.10.2024 23:59;336;;---;2-4-D;0;0.1;0.05;µg/l;;13.9;LC-MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903030;BAFU_Export A;---;Sammelprobe zeitproportional;;;07.10.2024;20.10.2024 23:59;336;;---;2-4-D;0;0.1;0.05;µg/l;;13.9;LC-MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903030;BAFU_Export A;---;Sammelprobe zeitproportional;;;21.10.2024;03.11.2024 23:59;336;;---;2-4-D;0;0.1;0.05;µg/l;;13.9;LC-MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903030;BAFU_Export A;---;Sammelprobe zeitproportional;;;04.11.2024;17.11.2024 23:59;336;;---;2-4-D;0;0.1;0.05;µg/l;;13.9;LC-MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903030;BAFU_Export A;---;Sammelprobe zeitproportional;;;18.11.2024;01.12.2024 23:59;336;;---;2-4-D;0;0.1;0.05;µg/l;;13.9;LC-MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903030;BAFU_Export A;---;Sammelprobe zeitproportional;;;02.12.2024;15.12.2024 23:59;336;;---;2-4-D;0;0.1;0.05;µg/l;;13.9;LC-MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903030;BAFU_Export A;---;Sammelprobe zeitproportional;;;16.12.2024;29.12.2024 23:59;336;;---;2-4-D;0;0.1;0.05;µg/l;;13.9;LC-MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;18.12.2023 14:20;27.12.2023 14:30;168;;---;2-4-D;<0.00300;0.003;;µg/l;;20;LC-MS/MS;;Freigegeben, validierte Daten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;27.12.2023 14:30;03.01.2024 14:05;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;03.01.2024 14:05;08.01.2024 11:30;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;08.01.2024 11:30;15.01.2024 14:35;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;15.01.2024 14:35;22.01.2024 14:20;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;22.01.2024 14:20;29.01.2024 14:40;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;29.01.2024 14:40;05.02.2024 14:30;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;05.02.2024 14:30;12.02.2024 13:55;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;12.02.2024 13:55;19.02.2024 14:45;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;19.02.2024 14:45;26.02.2024 14:50;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;26.02.2024 14:50;04.03.2024 13:45;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;04.03.2024 13:45;11.03.2024 14:50;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;11.03.2024 14:50;18.03.2024 10:15;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;18.03.2024 10:15;25.03.2024 15:50;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;25.03.2024 15:50;02.04.2024 11:05;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;02.04.2024 11:05;08.04.2024 13:40;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;08.04.2024 13:40;15.04.2024 14:35;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;15.04.2024 14:35;22.04.2024 14:20;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;22.04.2024 14:20;29.04.2024 14:15;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;29.04.2024 14:15;06.05.2024 15:15;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;06.05.2024 15:15;13.05.2024 14:50;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;13.05.2024 14:50;20.05.2024 13:40;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;20.05.2024 13:40;27.05.2024 11:18;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;27.05.2024 11:18;03.06.2024 16:50;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;03.06.2024 16:50;10.06.2024 14:15;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;10.06.2024 14:15;17.06.2024 14:25;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;17.06.2024 14:25;24.06.2024 11:11;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;01.07.2024 11:20;08.07.2024 14:20;168;;---;2-4-D;<0.0100;0.01;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;08.07.2024 14:20;15.07.2024 11:25;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;15.07.2024 11:25;22.07.2024 13:45;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;22.07.2024 13:45;29.07.2024 14:50;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;29.07.2024 14:50;05.08.2024 14:35;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;05.08.2024 14:35;12.08.2024 15:50;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;12.08.2024 15:50;19.08.2024 14:30;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;19.08.2024 14:30;26.08.2024 15:35;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;26.08.2024 15:35;02.09.2024 16:15;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;02.09.2024 16:15;09.09.2024 14:25;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;09.09.2024 14:25;16.09.2024 11:20;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;16.09.2024 11:20;23.09.2024 15:05;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;23.09.2024 15:05;30.09.2024 14:20;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;30.09.2024 14:20;07.10.2024 16:50;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;07.10.2024 16:50;14.10.2024 15:05;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;14.10.2024 15:05;21.10.2024 14:25;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;21.10.2024 14:25;28.10.2024 11:25;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;28.10.2024 11:25;04.11.2024 11:45;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;04.11.2024 11:45;11.11.2024 11:10;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;11.11.2024 11:10;18.11.2024 16:58;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;18.11.2024 16:58;25.11.2024 11:25;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;25.11.2024 11:25;02.12.2024 11:35;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;02.12.2024 11:35;09.12.2024 12:00;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;09.12.2024 12:00;16.12.2024 16:00;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;16.12.2024 16:00;23.12.2024 15:00;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;23.12.2024 15:00;30.12.2024 14:40;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903032;BAFU_Export C;---;Sammelprobe zeitproportional;;;19.12.2023 09:30;02.01.2024 09:30;336;;---;2-4-D;0;0.02;0.007;µg/l;;25;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903032;BAFU_Export C;---;Sammelprobe zeitproportional;;;02.01.2024 09:30;16.01.2024 09:30;336;;---;2-4-D;0;0.02;0.007;µg/l;;25;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903032;BAFU_Export C;---;Sammelprobe zeitproportional;;;16.01.2024 09:30;30.01.2024 09:30;336;;---;2-4-D;0;0.02;0.007;µg/l;;25;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903032;BAFU_Export C;---;Sammelprobe zeitproportional;;;30.01.2024 09:30;13.02.2024 09:30;336;;---;2-4-D;0;0.02;0.007;µg/l;;25;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903032;BAFU_Export C;---;Sammelprobe zeitproportional;;;13.02.2024 09:30;27.02.2024 09:30;336;;---;2-4-D;0;0.02;0.007;µg/l;;25;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903032;BAFU_Export C;---;Sammelprobe zeitproportional;;;27.02.2024 09:30;12.03.2024 09:30;336;;---;2-4-D;0;0.02;0.007;µg/l;;25;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903032;BAFU_Export C;---;Sammelprobe zeitproportional;;;12.03.2024 09:30;26.03.2024 09:30;336;;---;2-4-D;0;0.02;0.007;µg/l;;25;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903032;BAFU_Export C;---;Sammelprobe zeitproportional;;;26.03.2024 09:30;09.04.2024 09:30;336;;---;2-4-D;0;0.02;0.007;µg/l;;25;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903032;BAFU_Export C;---;Sammelprobe zeitproportional;;;09.04.2024 09:30;23.04.2024 09:30;336;;---;2-4-D;0;0.02;0.007;µg/l;;25;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903032;BAFU_Export C;---;Sammelprobe zeitproportional;;;23.04.2024 09:30;07.05.2024 09:30;336;;---;2-4-D;0;0.02;0.007;µg/l;;25;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903032;BAFU_Export C;---;Sammelprobe zeitproportional;;;07.05.2024 09:30;21.05.2024 09:30;336;;---;2-4-D;0;0.02;0.007;µg/l;;25;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903032;BAFU_Export C;---;Sammelprobe zeitproportional;;;21.05.2024 09:30;04.06.2024 09:30;336;;---;2-4-D;0;0.02;0.007;µg/l;;25;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903032;BAFU_Export C;---;Sammelprobe zeitproportional;;;04.06.2024 09:30;18.06.2024 09:30;336;;---;2-4-D;0;0.02;0.007;µg/l;;25;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
